X,Y,OBJECTID,Objecttype,Type_velo,Ligging,Straatnaam,Huisnummer,Aanvulling,District,Postcode,Objectcode,Gebruik,Aantal_plaatsen,Naam
490805.434734077,6661741.33035382,85160,VELOSTATION,ENKELZIJDIG,VOETPAD,Godefriduskaai,,thv Q-park,Antwerpen,2000,VE_0000129,IN_GEBRUIK,36,129 Godefriduskaai
492111.727146252,6659889.10721691,85161,VELOSTATION,ENKELZIJDIG,PLEIN,Koningin Astridplein,,to station 1,Antwerpen,2018,VE_0000002,IN_GEBRUIK,36,002 Centraal station Astrid 2
491186.934469418,6659990.42682704,85162,VELOSTATION,ENKEL-DUBBELZIJDIG,VOETPAD,Meir,84,,Antwerpen,2000,VE_0000026,IN_GEBRUIK,33,026 Meir-Antoon Van Dijck
490256.23271047,6660129.95465012,85163,VELOSTATION,ENKELZIJDIG,VOETPAD,Eiermarkt,12,,Antwerpen,2000,VE_0000019,BUITEN_GEBRUIK,24,019 Eiermarkt
489878.999118811,6660068.07404236,85164,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Groenkerkhofstraat,2,thv Nationalestraat,Antwerpen,2000,VE_0000020,IN_GEBRUIK,27,020 Groenplaats 2
488424.477912633,6658573.20132932,85165,VELOSTATION,ENKELZIJDIG,VOETGANGERSZONE,Cockerillkaai,,,Antwerpen,2000,VE_0000035,IN_GEBRUIK,36,035 Cockerillkaai
489387.628905156,6657587.47548489,85166,VELOSTATION,ENKEL-DUBBELZIJDIG,VOETPAD,Paleisstraat,147,,Antwerpen,2018,VE_0000094,IN_GEBRUIK,33,094 Paleisstraat
488707.472812587,6656639.99841919,85167,VELOSTATION,DUBBELZIJDIG,GROENZONE,Singel,,tssn Singel/Brederodestraat,Antwerpen,2018,VE_0000012,IN_GEBRUIK,36,012 Brussel
491101.593410848,6660217.92747582,85168,VELOSTATION,ENKELZIJDIG,VOETPAD,Lange Nieuwstraat,105,,Antwerpen,2000,VE_0000027,IN_GEBRUIK,36,027 Lange Nieuwstraat
491849.271857856,6657783.70546976,85169,VELOSTATION,ENKELZIJDIG,VOETPAD,Belgiëlei,99,,Antwerpen,2018,VE_0000044,IN_GEBRUIK,36,044 Belgiëlei
492308.146220241,6658513.04659803,85170,VELOSTATION,ENKELZIJDIG,VOETPAD,Mercatorstraat,18,to 18,Antwerpen,2018,VE_0000006,IN_GEBRUIK,24,006 Premetro Plantin
492896.52179314,6658558.20563477,85171,VELOSTATION,DUBBELZIJDIG,VOETGANGERSZONE,Van Der Meydenstraat,123,,Borgerhout,2140,VE_0000111,IN_GEBRUIK,30,111 Van Der Meyden
493385.519365404,6661025.77808601,85172,VELOSTATION,ENKELZIJDIG,VOETPAD,Lange Stuivenbergstraat,86-88,to 86-88,Antwerpen,2060,VE_0000101,IN_GEBRUIK,36,101 Premetro Handel
494172.324085209,6661653.47340548,85173,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Schijnpoortweg,27-29,,Antwerpen,2060,VE_0000120,IN_GEBRUIK,24,120 Eendracht
487434.509500665,6662329.69680895,85174,VELOSTATION,ENKELZIJDIG,VOETPAD,August Vermeylenlaan,7,to 7,Antwerpen,2050,VE_0000144,IN_GEBRUIK,36,144 August Vermeylenlaan
487419.284471926,6661717.23632464,85175,VELOSTATION,ENKELZIJDIG,VOETPAD,August Vermeylenlaan,,charles de costerlaan,Antwerpen,2050,VE_0000145,IN_GEBRUIK,24,145 De Coster
488200.917307756,6660015.59957358,85176,VELOSTATION,ENKELZIJDIG,GROENZONE,Beatrijslaan,42,,Antwerpen,2050,VE_0000153,IN_GEBRUIK,36,153 Beatrijslaan
487089.781480447,6660309.17111845,85177,VELOSTATION,DUBBELZIJDIG,VOETPAD,Blancefloerlaan,163-165,,Antwerpen,2050,VE_0000152,IN_GEBRUIK,36,152 Blancefloerlaan
488295.905193026,6660407.52358694,85178,VELOSTATION,ENKELZIJDIG,VOETPAD,Blancefloerlaan,,to frederick van eedenplein,Antwerpen,2050,VE_0000149,IN_GEBRUIK,36,149 Van Eedenplein
487861.749493456,6662680.60539473,85179,VELOSTATION,ENKELZIJDIG,VOETPAD,Esmoreitlaan,13,thv lodewijk van veltheimlaan,Antwerpen,2050,VE_0000142,IN_GEBRUIK,36,142 Esmoreitlaan
488272.6314739,6660848.82815057,85180,VELOSTATION,ENKELZIJDIG,VOETPAD,Frederik Van Eedenplein,4,to 4,Antwerpen,2050,VE_0000148,IN_GEBRUIK,36,148 Verhaerenlaan
488166.12097089,6662302.46242313,85181,VELOSTATION,ENKELZIJDIG,VOETPAD,Bouvaertlaan,,hoek M. Stokelaan en Bouvaertlaan,Antwerpen,2050,VE_0000143,IN_GEBRUIK,36,143 Melis Stokelaan
488346.301002865,6663000.68825213,85182,VELOSTATION,ENKELZIJDIG,VOETPAD,Gloriantlaan,,thv kastanjedreef,Antwerpen,2050,VE_0000141,IN_GEBRUIK,36,141 Sint-Anna
488873.15401519,6662312.1150709,85183,VELOSTATION,ENKELZIJDIG,VOETPAD,Thonetlaan,,to jachthaven,Antwerpen,2050,VE_0000140,IN_GEBRUIK,36,140 Jachthaven LO
487343.508616647,6661014.87300308,85184,VELOSTATION,ENKELZIJDIG,VOETPAD,Halewijnlaan,88,,Antwerpen,2050,VE_0000147,IN_GEBRUIK,24,147 Halewijnlaan
488233.350152898,6661666.60327977,85185,VELOSTATION,ENKELZIJDIG,VOETPAD,Reinaartlaan,,thv gloriantlaan,Antwerpen,2050,VE_0000146,IN_GEBRUIK,33,146 Reinaartlaan
487770.418706866,6660303.69959939,85186,VELOSTATION,ENKELZIJDIG,VOETPAD,Waterhoenlaan,12,,Antwerpen,2050,VE_0000150,IN_GEBRUIK,24,150 Waterhoenlaan
490203.957902571,6662318.3649562,85187,VELOSTATION,DUBBELZIJDIG,VOETPAD,Amsterdamstraat,,thv rijnkaai,Antwerpen,2000,VE_0000138,IN_GEBRUIK,24,138 Amsterdamstraat
491181.227121347,6662269.9986141,85188,VELOSTATION,ENKELZIJDIG,VOETPAD,Londenstraat,53,,Antwerpen,2000,VE_0000139,IN_GEBRUIK,21,139 Londenstraat
490438.007637572,6662032.19096765,85189,VELOSTATION,DUBBELZIJDIG,VOETPAD,Sint-Laureiskaai,,,Antwerpen,2000,VE_0000137,IN_GEBRUIK,36,137 Sint-Laureiskaai
489858.376366326,6660581.67247273,85190,VELOSTATION,ENKELZIJDIG,VOETPAD,Wisselstraat,12,to 12,Antwerpen,2000,VE_0000060,IN_GEBRUIK,36,060 Grote Markt
491293.441035344,6661769.19594262,85191,VELOSTATION,DUBBELZIJDIG,VOETPAD,Italiëlei,4,thv FOD financien,Antwerpen,2000,VE_0000127,IN_GEBRUIK,30,127 FOD Financiën
490438.074490689,6656163.67755806,85192,VELOSTATION,ENKELZIJDIG,VOETPAD,Jan Van Rijswijcklaan,86,,Antwerpen,2018,VE_0000014,IN_GEBRUIK,36,014 Markgrave
490134.318527475,6660969.73767682,85193,VELOSTATION,ENKELZIJDIG,VOETPAD,Sint-Paulusstraat,42,thv lange koepoortstraat,Antwerpen,2000,VE_0000050,IN_GEBRUIK,21,050 Klapdorp
490834.887894497,6658963.88247386,85194,VELOSTATION,ENKELZIJDIG,VOETPAD,Oudevaartplaats,,thv frankrijklei,Antwerpen,2000,VE_0000077,IN_GEBRUIK,36,077 Blauwtorenplein
489022.846041466,6657806.20140906,85195,VELOSTATION,ENKELZIJDIG,VOETPAD,Amerikalei,162,graaf van hoorplein thv graaf van hoornstraat,Antwerpen,2000,VE_0000080,IN_GEBRUIK,36,080 Montigny
489396.228818048,6656188.16663708,85196,VELOSTATION,ENKELZIJDIG,VOETPAD,Desguinlei,246,to 246 oh plein,Antwerpen,2018,VE_0000040,IN_GEBRUIK,36,040 Desguinlei 
493150.203453236,6660729.25374319,85197,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Duinstraat,83-87,,Antwerpen,2060,VE_0000102,IN_GEBRUIK,36,102 Duinstraat
491919.382542175,6661729.81474346,85198,VELOSTATION,DUBBELZIJDIG,VOETPAD,Lange Dijkstraat,46,thv van aerdtstraat,Antwerpen,2060,VE_0000126,IN_GEBRUIK,36,126 Lange Dijk
489577.270452332,6659256.10974194,85199,VELOSTATION,ENKELZIJDIG,PLEIN,Nationalestraat,111-113,to 111-113 thv lange vlierstraat,Antwerpen,2000,VE_0000076,IN_GEBRUIK,24,076 Prekersplein
491494.733825292,6657385.61398919,85200,VELOSTATION,ENKELZIJDIG,VOETPAD,Belgiëlei,157,thv Greterystraat,Antwerpen,2018,VE_0000043,IN_GEBRUIK,30,043 Grétrystraat
493586.983956208,6656924.58612362,85201,VELOSTATION,ENKELZIJDIG,PLEIN,Burgemeester E. Ryckaertsplein,,NMBS station Berchem,Berchem,2600,VE_0000008,IN_GEBRUIK,30,008 NMBS Berchem 2
493897.410031705,6657360.41221604,85202,VELOSTATION,DUBBELZIJDIG,VOETPAD,Uitbreidingstraat,578,,Berchem,2600,VE_0000112,IN_GEBRUIK,36,112 Pretoriastraat
489417.082926185,6658555.09961678,85203,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Karel Rogierstraat,2-4,,Antwerpen,2000,VE_0000016,IN_GEBRUIK,27,016 Marnixplaats
494479.843603743,6658750.96532501,85204,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Fonteinstraat,70,to 70,Borgerhout,2140,VE_0000069,IN_GEBRUIK,36,069 Fonteinstraat
487421.834851221,6660367.13760744,85205,VELOSTATION,DUBBELZIJDIG,GROENZONE,Blancefloerlaan,48a,to 48a middenberm thv halewijnlaan,Antwerpen,2050,VE_0000151,IN_GEBRUIK,36,151 Van Cauwelaert
491780.051261861,6659935.11798321,85206,VELOSTATION,ENKELZIJDIG,VOETPAD,De Keyserlei,,verplaatst nr Anneessenstraat,Antwerpen,2018,VE_0000024,IN_GEBRUIK,30,024 Opera
491481.723704003,6656631.47469085,85207,VELOSTATION,ENKELZIJDIG,VOETPAD,Grotesteenweg,,thv Boomgaardstraat,Berchem,2600,VE_0000046,BUITEN_GEBRUIK,36,046 De Merode
492434.564366156,6657029.14362731,85208,VELOSTATION,DUBBELZIJDIG,VOETPAD,Boomgaardstraat,,thv militair hospitaal,Antwerpen,2018,VE_0000047,IN_GEBRUIK,36,047 Militair Hospitaal
492644.253663323,6659492.63801449,85209,VELOSTATION,DUBBELZIJDIG,PLEIN,Provinciestraat,81,to 81,Antwerpen,2018,VE_0000119,IN_GEBRUIK,24,119 Ploeg
492411.126714094,6661379.56910708,85210,VELOSTATION,ENKELZIJDIG,VOETPAD,Van Kerckhovenstraat,16,to 16 thv st-norbertusstraat,Antwerpen,2060,VE_0000125,IN_GEBRUIK,36,125 Sint-Norbertus
490497.178571799,6660813.93049338,85211,VELOSTATION,DUBBELZIJDIG,PLEIN,Mutsaardstraat,,mutsaardplein thv blindestraat,Antwerpen,2000,VE_0000051,IN_GEBRUIK,36,051 Mutsaardplein
491118.667643677,6658661.74730363,85212,VELOSTATION,ENKELZIJDIG,PLEIN,Fransenplaats,,thv Moonstraat,Antwerpen,2018,VE_0000041,IN_GEBRUIK,27,041 Van Eyck
492930.168827446,6656199.53491537,85213,VELOSTATION,ENKELZIJDIG,VOETPAD,Vredestraat,99,thv zonnebloemstraat,Berchem,2600,VE_0000055,IN_GEBRUIK,33,055 Zonnebloemstraat
492229.839910989,6659062.255727,85214,VELOSTATION,DUBBELZIJDIG,PLEIN,Kievitplein,,,Antwerpen,2018,VE_0000003,IN_GEBRUIK,30,003 Centraal station Kievit 2
493158.67027991,6657969.78937202,85215,VELOSTATION,ENKELZIJDIG,VOETPAD,Dageraadplaats,,,Antwerpen,2018,VE_0000110,IN_GEBRUIK,36,110 Dageraadplaats
492640.914390271,6656336.62889039,85216,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Statiestraat,53,thv victor jacobslei,Berchem,2600,VE_0000061,IN_GEBRUIK,30,061 Victor Jacobslei
491950.15023234,6655929.34896183,85217,VELOSTATION,ENKELZIJDIG,VOETPAD,Grotesteenweg,,thv Driekoningenstraat,Berchem,2600,VE_0000021,IN_GEBRUIK,30,021 Driekoningen
493214.4951333,6656711.93787303,85218,VELOSTATION,ENKELZIJDIG,VOETPAD,Statiestraat,,thv Posthoflei,Berchem,2600,VE_0000022,IN_GEBRUIK,33,022 Statie
493517.912738625,6659637.29619459,85219,VELOSTATION,ENKELZIJDIG,PLEIN,Laar,,thv Kerkplein,Borgerhout,2140,VE_0000030,IN_GEBRUIK,24,030 Het Laar
493599.265518246,6658696.56606541,85220,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Betogingstraat,1,to 1,Borgerhout,2140,VE_0000039,IN_GEBRUIK,36,039 Koxplein
494270.6914009,6659592.64528977,85221,VELOSTATION,DUBBELZIJDIG,PLEIN,Krugerplein,,thv delarayestraat                 ,Borgerhout,2140,VE_0000108,IN_GEBRUIK,36,108 Krugerpark
492033.938849818,6659836.48880985,85222,VELOSTATION,ENKELZIJDIG,VOETPAD,De Keyserlei,57,,Antwerpen,2018,VE_0000004,IN_GEBRUIK,21,004 Keyserlei
490776.34114962,6660568.18250867,85223,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Keizerstraat,56-58,to 56-58,Antwerpen,2000,VE_0000028,IN_GEBRUIK,24,028 Keizerstraat
492119.045093248,6657428.72796018,85224,VELOSTATION,ENKELZIJDIG,VOETPAD,Lamorinièrestraat,148,,Antwerpen,2018,VE_0000130,IN_GEBRUIK,18,130 Larmoriniere
491305.146798745,6657683.55220837,85225,VELOSTATION,ENKELZIJDIG,VOETPAD,Sint-Vincentiusstraat,61,to 61,Antwerpen,2018,VE_0000093,IN_GEBRUIK,30,093 Sint Vincentius
490041.434005854,6656464.39751877,85226,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Van Schoonbekestraat,,thv markgravelei,Antwerpen,2018,VE_0000089,IN_GEBRUIK,36,089 Hof van Leysen
489671.491508718,6657773.44551172,85227,VELOSTATION,ENKELZIJDIG,VOETPAD,Boudewijnsstraat,19-21,to 19-21,Antwerpen,2018,VE_0000085,IN_GEBRUIK,36,085 Den Bell
491283.751434741,6659123.02418205,85228,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Rubenslei,,thv ingang park,Antwerpen,2018,VE_0000096,IN_GEBRUIK,24,096 Stadspark
489092.745054427,6659705.94505346,85229,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Plantinkaai,27,to 27,Antwerpen,2000,VE_0000065,IN_GEBRUIK,33,065 Plantinkaai
489938.999345221,6660099.95913377,85230,VELOSTATION,ENKELZIJDIG,PLEIN,Groenplaats,7,,Antwerpen,2000,VE_0000017,IN_GEBRUIK,18,017 Groenplaats
491238.3518744,6660634.708906,85231,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Pieter Van Hobokenstraat,19-21,,Antwerpen,2000,VE_0000054,IN_GEBRUIK,21,054 Ossenmarkt
492293.152003015,6661590.78343701,85232,VELOSTATION,ENKELZIJDIG,VOETPAD,Trapstraat,10,,Antwerpen,2060,VE_0000118,IN_GEBRUIK,21,118 Dambrugge
493222.888219715,6661607.22366603,85233,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Stuivenbergplein,36-1,to 36-1,Antwerpen,2060,VE_0000121,IN_GEBRUIK,30,121 Stuivenbergplein
492196.881190618,6655434.48340337,85234,VELOSTATION,DUBBELZIJDIG,GROENZONE,Binnensingel,,kp Grote Stwg,Berchem,2600,VE_0000103,IN_GEBRUIK,36,103 Oude Kerk Berchem
490694.019733965,6655530.87511403,85235,VELOSTATION,ENKEL-DUBBELZIJDIG,MIDDENBERM,Karel Oomsstraat,69,to 69 od middenberm thv binnensingel,Antwerpen,2018,VE_0000031,IN_GEBRUIK,36,031 Wezenberg
491168.216309055,6655638.84360527,85236,VELOSTATION,ENKELZIJDIG,PARKEERZONE,De Wittestraat,101,"to 101, thv generaal lemanstraat",Berchem,2600,VE_0000131,IN_GEBRUIK,21,131 De Wittestraat
491760.399769981,6655882.05431608,85237,VELOSTATION,ENKELZIJDIG,PLEIN,Frans Van Hombeeckplein,10,to 10,Berchem,2600,VE_0000100,IN_GEBRUIK,33,100 Van Hombeeckplein
490952.098408573,6656232.42677147,85238,VELOSTATION,ENKELZIJDIG,GROENZONE,Generaal Lemanstraat,6,to 6 thv karel oomsstraat,Antwerpen,2018,VE_0000099,IN_GEBRUIK,24,099 Generaal Leman
488772.06525163,6656477.95413994,85239,VELOSTATION,DUBBELZIJDIG,GROENZONE,Desguinlei,,Kielsbroek thv Montignystraat,Antwerpen,2018,VE_0000010,IN_GEBRUIK,36,010 NMBS Zuid
491897.447702452,6656725.81155209,85240,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Boomgaardstraat,31,,Antwerpen,2018,VE_0000098,BUITEN_GEBRUIK,21,098 Haringrode
489161.28678022,6656888.88766253,85241,VELOSTATION,ENKELZIJDIG,VOETPAD,Lange Elzenstraat,56,,Antwerpen,2018,VE_0000087,IN_GEBRUIK,21,087 Lange Elzen
493591.702317067,6656921.08379414,85242,VELOSTATION,ENKELZIJDIG,PLEIN,Burgemeester E. Ryckaertsplein,,NMBS station Berchem,Berchem,2600,VE_0000007,IN_GEBRUIK,36,007 NMBS Berchem 
493819.4666836,6658363.03462043,85243,VELOSTATION,DUBBELZIJDIG,RIJWEG,Vandenpeereboomstraat,106,,Borgerhout,2140,VE_0000009,IN_GEBRUIK,30,009 NMBS Oost
490049.732302722,6656955.24420899,85244,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Van Trierstraat,2,to 2 thv haantjeslei,Antwerpen,2018,VE_0000088,IN_GEBRUIK,21,088 Haantjeslei
490479.254071914,6657069.69123184,85245,VELOSTATION,DUBBELZIJDIG,VOETPAD,Lange Lozanastraat,,,Antwerpen,2018,VE_0000029,IN_GEBRUIK,18,029 Lozana
491150.015982026,6657151.96780753,85246,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Mechelsesteenweg,,thv ingang harmoniepark,Antwerpen,2018,VE_0000042,IN_GEBRUIK,21,042 Harmonie
492979.061882548,6657312.35857978,85247,VELOSTATION,ENKELZIJDIG,GROENZONE,Stanleystraat,1,to 1 thv lange leemstraat,Antwerpen,2018,VE_0000097,IN_GEBRUIK,21,097 Cuperus
488939.474910735,6657354.67000024,85248,VELOSTATION,ENKELZIJDIG,VOETPAD,Troonplaats,,thv montignystraat,Antwerpen,2018,VE_0000086,IN_GEBRUIK,27,086 Troonplaats
490985.755512516,6657557.73914381,85249,VELOSTATION,ENKELZIJDIG,VOETPAD,Mechelsesteenweg,180,,Antwerpen,2018,VE_0000092,IN_GEBRUIK,21,092 Sint-Thomas
490337.02850825,6657561.02876034,85250,VELOSTATION,ENKELZIJDIG,VOETPAD,Vinkenstraat,7,to 7,Antwerpen,2018,VE_0000090,IN_GEBRUIK,18,090 Ballaarstraat
488431.046374402,6657578.54361139,85251,VELOSTATION,ENKELZIJDIG,PLEIN,Bolivarplaats,,thv gerechtsgebouw,Antwerpen,2000,VE_0000081,IN_GEBRUIK,27,081 Justitiepaleis
493387.725094894,6657752.84904292,85252,VELOSTATION,ENKELZIJDIG,VOETPAD,Draakplaats,,,Berchem,2600,VE_0000106,IN_GEBRUIK,33,106 Draakplaats
489634.339460683,6658122.75689571,85253,VELOSTATION,ENKELZIJDIG,VOETPAD,Amerikalei,82,,Antwerpen,2000,VE_0000083,IN_GEBRUIK,27,083 Brederode
489188.259236342,6658143.10396246,85254,VELOSTATION,ENKELZIJDIG,VOETPAD,Beeldhouwersstraat,,thv Admiraal De Boisotstraat,Antwerpen,2000,VE_0000015,IN_GEBRUIK,36,015 Schone Kunsten
492502.963660323,6658188.61092253,85255,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Provinciestraat,,thv mercatorstraat,Antwerpen,2018,VE_0000104,IN_GEBRUIK,18,104 Mercator
488390.987694773,6658262.57824682,85256,VELOSTATION,DUBBELZIJDIG,VOETPAD,Waalsekaai,46,thv Fotografie museum,Antwerpen,2000,VE_0000082,IN_GEBRUIK,36,082 Fotografiemuseum
490731.632757885,6658309.53447791,85257,VELOSTATION,DUBBELZIJDIG,VOETPAD,Mechelsesteenweg,66,,Antwerpen,2018,VE_0000091,IN_GEBRUIK,18,091 Hemelstraat
493307.374150698,6658342.07472999,85258,VELOSTATION,ENKELZIJDIG,VOETPAD,Lange Van Ruusbroecstraat,114,,Antwerpen,2018,VE_0000105,IN_GEBRUIK,33,105 Plantin en Moretus
490132.241887581,6658380.71239247,85259,VELOSTATION,ENKELZIJDIG,VOETPAD,Britselei,86-94,,Antwerpen,2000,VE_0000078,IN_GEBRUIK,27,078 Oud Gerechtshof
488887.908703485,6658510.26114924,85260,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Vlaamsekaai,35,,Antwerpen,2000,VE_0000075,IN_GEBRUIK,21,075 Vlaamsekaai
491739.413626303,6658533.64695464,85261,VELOSTATION,ENKELZIJDIG,MIDDENBERM,Van Eycklei,48,to 48,Antwerpen,2018,VE_0000116,IN_GEBRUIK,18,116 Loosplaats
488552.011056477,6658649.32940885,85262,VELOSTATION,ENKELZIJDIG,VOETGANGERSZONE,Waalsekaai,53,,Antwerpen,2000,VE_0000034,IN_GEBRUIK,24,034 MUKHA
490615.79557399,6658712.59707647,85263,VELOSTATION,ENKEL-DUBBELZIJDIG,VOETPAD,Britselei,4,thv mechelsesteenweg,Antwerpen,2000,VE_0000079,IN_GEBRUIK,36,079 Nationale Bank
494011.99515555,6658831.76234271,85264,VELOSTATION,ENKELZIJDIG,PLEIN,Maarschalk Montgomeryplein,4,to 4 oh plein,Borgerhout,2140,VE_0000132,IN_GEBRUIK,18,132 Montgomery
489683.502608331,6658860.13558697,85265,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Kronenburgstraat,82,to 82,Antwerpen,2000,VE_0000072,IN_GEBRUIK,36,072 Tropisch Instituut
489139.650712192,6658931.14378891,85266,VELOSTATION,DUBBELZIJDIG,VOETPAD,Kloosterstraat,164,to 164 thv kronenburgstraat,Antwerpen,2000,VE_0000074,IN_GEBRUIK,30,074 Vismijn
492211.350347798,6659058.0797429,85267,VELOSTATION,DUBBELZIJDIG,PLEIN,Kievitplein,,,Antwerpen,2018,VE_0000005,IN_GEBRUIK,36,005 Centraal Station - Kievit
490358.401885743,6659139.84782393,85268,VELOSTATION,ENKELZIJDIG,MIDDENBERM,Lange Gasthuisstraat,3,to 3,Antwerpen,2000,VE_0000084,IN_GEBRUIK,33,084 Elzenveld
493579.320893629,6659122.39768506,85269,VELOSTATION,DUBBELZIJDIG,PLEIN,Moorkensplein,,,Borgerhout,2140,VE_0000107,IN_GEBRUIK,36,107 Moorkensplein
491149.41547016,6659472.39228686,85270,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Tabakvest,42,,Antwerpen,2000,VE_0000037,IN_GEBRUIK,30,037 Theater
491609.468418179,6659263.23432247,85271,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Quinten Matsijslei,12,,Antwerpen,2018,VE_0000095,IN_GEBRUIK,30,095 Quinten Matsijs 
489397.236072776,6659385.11522489,85272,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Sint-Andriesplaats,23,to 23 oh plein,Antwerpen,2000,VE_0000070,IN_GEBRUIK,30,070 Sint-Andries
488917.723796027,6659335.9903286,85273,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Sint-Michielskaai,21,to 21,Antwerpen,2000,VE_0000071,IN_GEBRUIK,36,071 Sint-Michielskaai
490147.413200947,6659550.27286003,85274,VELOSTATION,ENKEL-DUBBELZIJDIG,PARKEERZONE,Oudaan,14,,Antwerpen,2000,VE_0000067,IN_GEBRUIK,36,067 Oudaan
490783.141414497,6659462.34560201,85275,VELOSTATION,ENKELZIJDIG,VOETPAD,Arenbergstraat,40,,Antwerpen,2000,VE_0000036,IN_GEBRUIK,33,036 Bourla
490956.207573073,6659672.70259574,85276,VELOSTATION,ENKEL-DUBBELZIJDIG,VOETGANGERSZONE,Meistraat,2,,Antwerpen,2000,VE_0000023,IN_GEBRUIK,36,Hopland
489721.320825846,6659791.48306791,85277,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Drukkerijstraat,18,,Antwerpen,2000,VE_0000066,IN_GEBRUIK,24,066 Modemuseum
492102.702350829,6659889.69621897,85278,VELOSTATION,ENKELZIJDIG,PLEIN,Koningin Astridplein,31-32,,Antwerpen,2018,VE_0000001,IN_GEBRUIK,33,001 Centraal Station - Astrid
490492.437086998,6659979.52896301,85279,VELOSTATION,DUBBELZIJDIG,VOETPAD,Meir,18,,Antwerpen,2000,VE_0000018,IN_GEBRUIK,36,018 Meirbrug
491373.782657685,6659991.91938911,85280,VELOSTATION,DUBBELZIJDIG,VOETPAD,Leysstraat, 27,,Antwerpen,2000,VE_0000025,IN_GEBRUIK,36,025 Teniersplaats
493207.234954277,6660053.47929287,85281,VELOSTATION,ENKELZIJDIG,VOETPAD,Kerkstraat,58,,Antwerpen,2060,VE_0000109,IN_GEBRUIK,33,109 Kerkstraat
494106.592959621,6660059.48067237,85282,VELOSTATION,ENKELZIJDIG,VOETPAD,Vercammenstraat,3,thv helmstraat,Borgerhout,2140,VE_0000113,IN_GEBRUIK,36,113 Helmstraat
489255.525641116,6660096.4326995,85283,VELOSTATION,DUBBELZIJDIG,PLEIN,Plantinkaai,,to st-jansvliet zuiderterras,Antwerpen,2000,VE_0000064,IN_GEBRUIK,36,064 Zuiderterras
491847.493192766,6660671.58350609,85284,VELOSTATION,DUBBELZIJDIG,PLEIN,Osystraat,,verplaatst van Italielei naar  Osystraat,Antwerpen,2000,VE_0000011,IN_GEBRUIK,36,011 Roosevelt
489444.439662036,6660492.79368818,85285,VELOSTATION,ENKELZIJDIG,GROENZONE,Ernest Van Dijckkaai,11-12,to 11-12 zuiderterras,Antwerpen,2000,VE_0000059,IN_GEBRUIK,36,059 Het Steen
490103.912205053,6660584.49322897,85286,VELOSTATION,DUBBELZIJDIG,VOETPAD,Wolstraat,2,thv korte koepoortstraat,Antwerpen,2000,VE_0000057,IN_GEBRUIK,21,057 Wolstraat
492117.000771902,6660602.8050341,85287,VELOSTATION,ENKELZIJDIG,PLEIN,De Coninckplein,26,to 26,Antwerpen,2060,VE_0000032,IN_GEBRUIK,27,032 Permeke
493565.129073923,6660668.66116779,85288,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Pesthofstraat,7,to 7,Antwerpen,2060,VE_0000114,IN_GEBRUIK,36,114 ZNA Stuivenberg
490314.880959829,6660692.52997007,85289,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Minderbroedersrui,46,,Antwerpen,2000,VE_0000056,IN_GEBRUIK,30,056 Minderbroedersrui
492511.329077588,6660797.01033375,85290,VELOSTATION,ENKELZIJDIG,VOETPAD,Sint-Elisabethstraat,63,thv greinstraat,Antwerpen,2060,VE_0000115,IN_GEBRUIK,21,115 Metro Elisabeth
489703.016992132,6661074.91119375,85291,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Jordaenskaai,,to saucierstraat,Antwerpen,2000,VE_0000058,IN_GEBRUIK,30,058 Noorderterras
491164.94272123,6661182.4874903,85292,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Paardenmarkt,90,thv kleine kauwenberg,Antwerpen,2000,VE_0000053,IN_GEBRUIK,21,053 Paardenmarkt
493878.769585491,6661137.64267673,85293,VELOSTATION,ENKELZIJDIG,VOETPAD,Pothoekstraat,122,to 122,Antwerpen,2060,VE_0000122,IN_GEBRUIK,21,122 Schijnpoort
491853.238878712,6661277.17922935,85294,VELOSTATION,ENKELZIJDIG,PLEIN,Sint-Jansplein,17,to 17,Antwerpen,2060,VE_0000117,IN_GEBRUIK,30,117 Sint-Jansplein
